3.7	3,7
2.4	2,4
1,234.56	1.234,56
500.75	500,75
7.8	7,8
6,789,432.10	6.789.432,10|6789432,10|6789432,1
2.3	2,3
65,987.55	65.987,55|65987,55|65987,550
156.30	156,30
3.5	3,5
344.23	344,23
2.43	2,43
7.56	7,56
2,623.12	2.623,12|2623,12|2623,120
678,432.14	678.432,14|678432,14|678432,140|678.432,140
15.99	15,99
22.67	22,67
8.98	8,98
85.50	85,50
9,345,621.78	9.345.621,78|9345621,78|9345621,780
9.99	9,99
2,335,987.44	2.335.987,44|2335987,44|2335987,440
22,499.99	22.499,99|22499,99|22499,990
2,34.56	NA (This number is not valid. In Spanish, the comma is used as a decimal separator and the period is used to separate thousands.)
19.99	19,99
1,000.12	1.000,12
32.45	32,45
5.67	5,67
14.23	14,23
1,200,345.76	1.200.345,76|1200345,76|1200345,760
745.89	745,89
25.37	25,37
2,793.42	2.793,42
6,788.12	6.788,12|6788,12|6788,120
5.26	5,26
999.99	999,99
456.32	456,32
4.29	4,29
1.25	1,25
225.4	225,4
7,569,301.59	7.569.301,59|7569301,59|7569301,590
50.8	50,8
200.56	200,56
12,000.25	12.000,25|12000,25
7.2	7,2
2,318,029.87	2.318.029,87|2318029,87|2318029,870
600,000	600.000|600000
2.5	2,5
532,111.67	532.111,67|532111,67|532111,670
20.7	20,7
0.89	0,89
9.3	9,3
4.6	4,6
12.8	12,8
29,031.69	29.031,69|29031,69|29031,690
280.55	280,55
534.23	534,23
6.7	6,7
1,500,000.50	1.500.000,50|1500000,50|1500000,5|1.500.000,5
8,999.99	8.999,99|8999,99|8999,990
0.75	0,75
3,600.25	3.600,25|3600,25
24.9	24,9
4.35	4,35
45.67	45,67
1,500.5	1.500,5|1500,5|1500,50
850.64	850,64
3.45	3,45
320.75	320,75
56.8	56,8
2.25	2,25
4,200.50	4.200,50|4200,50|4200,5|4200,500
344.87	344,87
3.14	3,14
29.99	29,99
13.37	13,37
4,567.89	4.567,89
8,500.50	8.500,50|8500,50|8500,5|8.500,5
350.25	350,25
5.87	5,87
1,214.32	1.214,32
12.17	12,17
2,342.56	2.342,56
0.76	0,76
532.91	532,91
143.69	143,69
521,000.99	521.000,99|521000,99|521000,990
8.23	8,23
3,106.75	3.106,75
30.12	30,12
344.05	344,05
29,029.24	29.029,24|29029,24|29029,240
6.8	6,8
550.50	550,50
3,218.75	3.218,75
0.25	0,25
2,791.04	2.791,04|2791,04|2791,040
27.5	27,5
90.87	90,87
35.60	35,60|35,6
6.03	6,03
42.38	42,38
104	104|ciento cuatro
10	10
55.5	55,5
8.7	8,7
90	90|noventa
57,899.99	57.899,99|57899,99|57899,990
238,855.05	238.855,05|238855,05|238855,050
2,500.75	2.500,75
12.76	12,76
265,000.50	265.000,50|265000,50|265000,5|265.000,5
38.9	38,9
512.34	512,34
1,234,567.89	1.234.567,89|1234567,89|1234567,890
3.2	3,2
26.2	26,2
10.5	10,5
500,000.75	500.000,75|500000,75|500000,750
150.6	150,6
13,456.78	13.456,78|13456,78|13456,780
8.95	8,95
5.9	5,9
7.99	7,99
16.78	16,78
50.37	50,37
1.85	1,85
55.55	55,55
1,416.76	1.416,76
250.75	250,75
26.79	26,79
84.50	84,50|84,5|84.50|84.5
2.54	2,54
125.45	125,45
5,000.57	5.000,57|5000,57
180.65	180,65
16.99	16,99
12.3	12,3
164.8	164,8
98.6	98,6
7.35	7,35
29,029	29.029
85,000.50	85.000,50|85000,50|85000,5|85.000,5
5,000.50	5.000,50|5000,50|5000,5|5.000,5
28.76	28,76
350.99	350,99
42.17	42,17
2,789.45	2.789,45
67.89	67,89
12.34	12,34
18.75	18,75
32,553.89	32.553,89|32553,89|32553,890
899.99	899,99
3.50	3,50
55.53	55,53
1422.14	1.422,14
8,848.86	8.848,86
33.50	33,50
586.41	586,41
4.93	4,93
13,170.69	13.170,69
76	76
2.75	2,75
206.5	206,5
3,415,322.80	3.415.322,80|3415322,80|3415322,8|3415322,800
1.5	1,5
10,000.75	10.000,75
9.27	9,27
65.50	65,50
2000.15	2000,15
250.65	250,65
2.45	2,45
180.50	180,50
400.75	400,75
3.67	3,67
4.55	4,55
36,070.79	36.070,79|36070,79|36070,790
12,500.85	12.500,85|12500,85|12500,850
4,568.32	4.568,32|4568,32|4568,320
78,543.99	78.543,99|78543,99|78543,990
12.75	12,75
0.68	0,68
456,987.23	456.987,23|456987,23|456987,230
57.88	57,88
16.8	16,8
789.45	789,45
30.7	30,7
27.9	27,9
52.3	52,3
12.6	12,6
245.60	245,60|245,6|245.60|245.6
4.7	4,7
156.87	156,87
7.5	7,5
8,900.75	8.900,75
345,678.99	345.678,99|345678,99|345678,990
2,793.21	2.793,21|2793,21|2793,210
24.97	24,97
60.36	60,36
14.99	14,99
1,250.87	1.250,87
12,742.18	12.742,18|12742,18|12742,180
50.25	50,25
372.6	372,6
7.89	7,89
500	500|quinientos
35.90	35,90
22.68	22,68
3,945.79	3.945,79|3945,79
10,971	10.971|10971
8.75	8,75
49.99	49,99
200.34	200,34
1.1286	1,1286
250.89	250,89
4,500.63	4.500,63|4500,63|4500,630
42.195	42,195
27.8	27,8
50.75	50,75
4.25	4,25
946.35	946,35
1,000.23	1.000,23|1000,23
500.85	500,85
0.5	0,5
300	300|trescientos
9.8	9,8
0.3	0,3
80	80|ochenta
8.4	8,4
0.7	0,7
6,789.50	6.789,50|6789,50|6789,5|6.789,5
9.2	9,2
2,785.8	2.785,8|2785,8|2785,80|2785,800
83.4	83,4
120.3	120,3
500.3	500,3
5.2	5,2
100.5	100,5
72.3	72,3
75.5	75,5
3,456.7	3.456,7|3456,7|3456,70|3456,700
4.5	4,5
15.2	15,2
0.05	0,05
33.5	33,5
56.7	56,7
1.2	1,2
150	150|ciento cincuenta
836,330	836.330|836330
5.6	5,6
2,624.6	2.624,6|2624,6|2624,60|2624,600
4.8	4,8
25,620.75	25.620,75|25620,75|25620,750
2.6	2,6
825.3	825,3
0.9	0,9
100.4	100,4
2,789.3	2.789,3|2789,3|2789,30|2789,300
1,985.62	1.985,62|1985,62
17.83	17,83
50,000.25	50.000,25|50000,25|50000,250
25.6	25,6
9.87	9,87
145.67	145,67
457.89	457,89
23.45	23,45
32.10	32,10|32,1|32,100
150.5	150,5
2300.75	2.300,75
28.4	28,4
23.7	23,7
43.9	43,9
2571.3	2571,3|2571,30
499.99	499,99
89.50	89,50
185.25	185,25
180.67	180,67
1,250,000.75	1.250.000,75|1250000,75|1250000,750
235.67	235,67
15.76	15,76
102.34	102,34
13.55	13,55
2,780.34	2.780,34|2780,34|2780,340
47,000.29	47.000,29|47000,29|47000,290
1.98	1,98
2,350.75	2.350,75
8848.86	8.848,86|8848,86|8848,860
3.78541	3,78541
871.56	871,56
299,792,458	299.792.458|299792458
89.99	89,99
12.50	12,50
20.5	20,5
57.23	57,23
3.79	3,79
11.6	11,6
15.89	15,89
500.99	500,99
2,345.67	2.345,67|2345,67
1,249.99	1.249,99
10,000.56	10.000,56|10000,56|10000,560
200.17	200,17
29,029.35	29.029,35|29029,35|29029,350
28.46	28,46
4,401.20	4.401,20|4401,20|4401,2|4401,200
25.99	25,99
27.56	27,56
2.50	2,50
150,000.87	150.000,87
3,926.30	3.926,30|3926,30|3926,3
45.80	45,80|45,8
1,255,122.65	1.255.122,65|1255122,65|1255122,650
72,489.36	72.489,36|72489,36|72489,360
38.99	38,99
15.09	15,09
660,430.08	660.430,08|660430,08|660430,080
23.78	23,78
344,400	344.400|344400
0.64	0,64
1,500.75	1.500,75
118.29	118,29
1.42	1,42
15.27	15,27
1,042.34	1.042,34|1042,34|1042,340
100.8	100,8
7.3	7,3
1,764.89	1.764,89|1764,89|1764,890
23.8	23,8
45.87	45,87
128.76	128,76
523.91	523,91
5,678.90	5.678,90|5678,90|5678,900
23.56	23,56
356.89	356,89
3,452.67	3.452,67|3452,67
30,000.15	30.000,15|30000,15
9,876.54	9.876,54|9876,54|9876,540
3.27	3,27
2,300	2.300|2300
828	828|ochocientos veintiocho
22.5	22,5
567.89	567,89
15.75	15,75
10,000.50	10.000,50|10000,50|10000,500
108.9	108,9
87.56	87,56
1.45	1,45
148.48	148,48
38.22	38,22
12.99	12,99
32.8	32,8
2500.75	2.500,75
6,720,939.42	6.720.939,42|6720939,42|6720939,420
345.98	345,98
14.35	14,35
11.99	11,99
3,000.75	3.000,75
3.97	3,97
80.39	80,39
42.97	42,97
14.36	14,36
185.47	185,47
15.6	15,6
3.99	3,99
7,500.25	7.500,25
1.37	1,37
3.75	3,75
8.34	8,34
12,080.59	12.080,59|12080,59|12080,590
39.1	39,1
1911.25	1.911,25|1911,25
21,500.30	21.500,30|21500,30|21500,300
25,000.75	25.000,75|25000,75
3,550.89	3.550,89|3550,89|3550,890
28.6	28,6
9,750.80	9.750,80|9750,80|9750,8|9.750,8
1,745.63	1.745,63
13.98	13,98
58.79	58,79
47.89	47,89
36.75	36,75
1.69	1,69
829.8	829,8
40,075.16	40.075,16|40075,16|40075,160
343.2	343,2
3.78	3,78
10,994	10.994|10994
3,450.50	3.450,50|3450,50|3450,500
6.5	6,5
20,000.75	20.000,75|20000,75
10,230.90	10.230,90|10230,90|10230,900
500,000.23	500.000,23|500000,23|500000,230
1,520.36	1.520,36|1520,36
9,875.85	9.875,85|9875,85|9875,850
35,500.79	35.500,79|35500,79|35500,790
0.8	0,8
350.29	350,29
22,841.899	22.841,899|22841,899|22841,90|22841,9
389.46	389,46
1,190.49	1.190,49|1190,49|1190,490
6.37	6,37
1,753.89	1.753,89|1753,89|1753,890
324.8	324,8
209.2	209,2
92	92|noventa y dos
167.8	167,8
5,505.6	5.505,6|5505,6|5505,60|5505,600
1,230.05	1.230,05
9,456.78	9.456,78|9456,78|9456,780
120.7	120,7
23,456.71	23.456,71|23456,71|23456,710
10.75	10,75
6.4	6,4
50,000.75	50.000,75
1,250.99	1.250,99|1250,99
651.23	651,23
764.32	764,32
189.99	189,99
9.63	9,63
15.57	15,57
3,456.78	3.456,78
7.52	7,52
15.1	15,1
190.5	190,5
4.37	4,37
6,000.75	6.000,75
150.75	150,75
325.5	325,5
180.5	180,5
20.3	20,3
1,275.50	1.275,50|1275,50|1275,5|1.275,5
81.6	81,6
1000.75	1.000,75
98.4	98,4
6.99	6,99
500,000.56	500.000,56|500000,56|500000,560|500.000,560
167.89	167,89
3.25	3,25
1,200.50	1.200,50|1200,50|1200,5|1.200,5
12.87	12,87
4.75	4,75
85.6	85,6
1.8	1,8
3,970	3.970|3970
24.5	24,5
320.50	320,50
1,000	1.000|1000
1,325,678.3	1.325.678,3|1325678,3|1325678,30|1325678,300
9,145.75	9.145,75
7,326.49	7.326,49|7326,49|7326,490
54,937.82	54.937,82|54937,82|54937,820
12,587.92	12.587,92|12587,92|12587,920
321.99	321,99
25,000.50	25.000,50|25000,50|25000,500
2,750.23	2.750,23|2750,23|2750,230
85.60	85,60|85,6
99.99	99,99
32.4	32,4
15,000.50	15.000,50|15000,50|15000,5|15000.50|15000.5
79.95	79,95
45,678.90	45.678,90|45678,90|45678,900|45678,9000
503.23	503,23
299.99	299,99
699.99	699,99
6.68	6,68
2,100,000.75	2.100.000,75|2100000,75|2100000,750
2,796.66	2.796,66|2796,66|2796,660
24,901.55	24.901,55|24901,55|24901,550
57.89	57,89
32.15	32,15
1,115.25	1.115,25
44.68	44,68
344.29	344,29
6.54	6,54
452.78	452,78
9.83	9,83
250.50	250,50
31.42	31,42
850.50	850,50
250.80	250,80
43.20	43,20|43,2|43.20|43.2
