365	365|三百六十五
1776	1776|1,776|千七百七十六
5	5|五
7000000	7000000|7,000,000|七百万|700万
14	14|十四
48	48|四十八
100000	100000|十万|10万|100,000
828	828|八百二十八
1887	1887|1,887|千八百八十七
160	160|百六十
8848	8848|8,848|八千八百四十八
123	123|百二十三|一百二十三
15,000	15,000|一万五千
500,000	500,000|五十万|50万|五〇〇〇〇〇
1997	1997|1,997|千九百九十七
3000	3000|3,000|三千
185	185|百八十五
15000	15000|15,000|一万五千|1万5000
500000	500000|五十万|50万|五〇〇〇〇〇
75000	75000|75,000|七万五千
799	799|七百九十九
3	3|三
9	9|九
100	100|百|一百
50	50|五十
7	7|七
25	25|二十五
400	400|四百
3,500,000	3,500,000|三百五十万|350万|3,500,000
369	369|三百六十九
5,500	5,500|5,500|五千五百
124,700,000	124,700,000|一億二千四百七十万|1億2,470万|1億2,4700,000
1,200	1200|1,200|千二百
2,100	2,100|2,100|二千百|二千一百
120	120|百二十|1百20
101	101|百一
5000	5000|5,000|五千
16000	16000|16,000|一万六千
28	28|二十八
10994	10994|10,994|一万九百九十四
21,000	21,000|二万千|2万1000
173,000	173,000|173,000|十七万三千|1十七万3千
5,895	5,895|5,895|五千八百九十五
13,515,271	13,515,271|一千三百五十五万二千七百十一|一三五一五二七一|135,15271|1千3百55万2千7百11
42	42|四十二
250,000	250,000|二十五万|2十五万|250千|2百50千
600	600|六百
1,000	1,000|千
6,500	6,500|六千五百|6500
11,000	11,000|一万千|1万1000
29,029	29,029|二万九百二十九
90	90|九十
200,000	200,000|二十万|2十万|2000万
4	4|四
13	13|十三
2,500	2,500|二千五百|2500
3,000	3,000|三千
1300	1300|1,300|千三百
102	102|百二
300	300|三百
36	36|三十六
12	12|十二
78	78|七十八
1,500,000	1,500,000|一百五十万|150万|1,500千
70	70|七十
364	364|364|三百六十四
32	32|三十二
1200	1200|1,200|千二百
20	20|二十
1000000	1000000|1,000,000|一百万|100万
2	2|二
50,000	50,000|五万|5万
2300	2300|2,300|二千三百
4202	4202|4,202|四千二百二
5500	5500|5,500|五千五百
3700	3700|3,700|三千七百
45000	45000|45,000|四万五千
150000	150000|150,000|十五万|1十五万|15万
17500	17500|17,500|一万七千五百
65	65|六十五
24	24|二十
2,500,000	2,500,000|二百五十万|250万|2,500,000
35,000	35,000|三万五千|3万5千|35000
80	80|八十
72	72|七十二
220	220|二百二十
2000	2000|2,000|二千
145	145|百四十五|一百四十五
24000	24000|24,000|二万四千|2万4千
120000	120000|120,000|十二万|1十二万|12万
16,000	16000|16,000|一万六千
1,500	1,500|千五百
2,717	2717|2,717|二千七百十七
4,100	4,100|4,100|四千百|四千一百
195	195|百九十五
80,000	80,000|八万|8万|80000
10	10|十
214	214|214|二百十四|二百十四
62,000	62,000|六万二千|6万2千|六万二|6万20|六万二0
25,000	25,000|二万五千|2万5000
30	30|三十
104	104|百四
51,000	51,000|五万千|5万1000|五万一千
87,000	87,000|八万七千|8万7000|87000
2,130	2130|2,130|二千百三十
17	17|十七
75	75|七十五
632	632|632|六百三十二
45	45|四十五
27	27|二十七
118	118|百十八|百一十八
15	15|十五
10000	10000|一万|1万
500	500|五百
1,000,000	1,000,000|一百万|100万|千万
800	800|八百
3,750,000	3,750,000|三百七十五万|375万
12,500	12,500|1万2,500|一万二千五百
100,000	100,000|十万|一〇〇〇〇〇|100000
2,300,000	2,300,000|二百三十万|230万|2,300,000
344	344|344|三百四十四
356	356|356|三百五十六
576	576|五百七十六
12,000	12,000|一万二千|1万2千
235,000	235,000|二十三万五千|23万5千|235千
660,253	660,253|六十六万二千二百五十三|660,253|6十6万2千2百53
18,462	18,462|18,462|一万八千四百六十二|1万8千4百62
60	60|六十
10,994	10,994|10,994|一万九百九十四|1万994
70,000,000,000,000	NA. This number is too large for the Japanese counting system, which uses units of ten thousand. The largest number that can be expressed in Japanese is 9999兆9999億9999万9999.
324	324|324|三百二十四
987	987|九百八十七
108	108|百八|一百八
4,375,000	4,375,000|四百三十七万五千|437.5万|4375000
22	22|二十二
4000	4000|4,000|四千
6000	6000|六千
180	180|百八十
30000	30000|30,000|三万|3万
14,786	14,786|14,786|一万四千七百八十六|1万4786
5,000	5,000|五千
20,000	20,000|二万|2万
2,800	2800|2,800|二千八百
9,500	9,500|9,500|九千五百
1889	1889|1,889|千八百八十九
5895	5895|5,895|五千八百九十五
26	26|二十六
163	163|百六十三
364,000	364,000|364,000|三十六万四千|36万4千|三六四千|364千
130	130|百三十|一三〇
344,400	344,400|344,400|三十四万四千四百|3万4,400
6,600	6600|6,600|六千六百
3,530	3530|3,530|三千五百三十
1,500,230	1,500,230|1,500,230|百五十万二百三十|150万230
8,848	8,848|8,848|八千八百四十八
297	297|297|二百九十七
1063	1063|1,063|千六十三
150,000	150,000|十五万|1十5万|15万|一五〇〇〇〇
250	250|250|二百五十|2百50
13,170	13,170|13,170|一万三千百七十
4,217	4217|4,217|四千二百十七
200	200|二百
660,000	660,000|六十六万|660千|6十6万|6百6十万
5024	5024|5,024|五千二十四
446	446|446|四百四十六
1078	1078|1,078|千七十八
38	38|三十八
1377	1377|1,377|千三百七十七
173	173|百七十三|1百73
103	103|百三
5,000,000	5,000,000|五百万|五〇〇万|5,000,000
157	157|百五十七
14,000,000	14,000,000|千四百万|1千4百万|14000万
6,000	6000|六千
56	56|五十六
660	660|六百六十
1500	1500|1,500|千五百
6	6|六
2400	2400|2,400|二千四百
450	450|四百五十
88	88|八十八
21	21|二十一
2,790	2,790|2,790|二千七百九十
82	82|八十二
4500	4500|4,500|四千五百
2900	2900|2,900|二千九百
20000	20000|二万|2万
50000	50000|五万|5万
8000000	8000000|8,000,000|八百万|800万|8百万
250000	250000|250,000|二十五万|2十五万|二五〇〇〇〇
206	206|二百六
53	53|五十三
660,430	660,430|660,430|六十六万四千四百三十|66万430|六六〇四三〇
272	272|272|二百七十二
3,106	3106|3,106|三千百六
640	640|六百四十
70,000	70,000|七万|7万|70000
29,031	29031|29,031|二万九千三十一
40	40|四十
86,881	86,881|八万六千八百八十一
328	328|328|三百二十八
8	8|八|はち
210	210|二百十|二百一十
45,000	45,000|四万五千|4万5千|四万五|4万5
565	565|五百六十五
2,900	2,900|2,900|二千九百
114	114|百十四|百十四件
4,500	4,500|四千五百
1,776	1776|1,776|千七百七十六
34	34|三十四
315	315|315|三百十五|三百十五
65000	65000|65,000|六万五千
4500000	4500000|4,500,000|四百五十万|450万|四百五十萬|4500千万|四千五百万|4500万|四千五百萬
35	35|三十五
450000	450000|450,000|四十五万|45万|四五〇〇〇〇
225000	225000|225,000|二十二万五千
2,300	2,300|二千三百|2300
23,000	23,000|二万三千|2万3千
4,800	4,800|四千八百
1350	1350|1,350|千三百五十
2790	2790|2,790|二千七百九十
8376	8376|8,376|八千三百七十六
3106	3106|3,106|三千百六
7000	7000|7,000|七千
1000	1000|千
10,000	10,000|一万
485	485|四百八十五
3,500	3,500|三千五百|3500
333	333|三百三十三
47	47|四十七
13,000	13,000|一万三千|1万3千
20,310	20310|20,310|二万三千百十
256	256|二百五十六
64	64|六十四
1991	1991|1,991|千九百九十一
17,500	17,500|一万七千五百|17500|1万7500
1979	1979|1,979|千九百七十九
99999	99999|99,999|九万九千九百九十九|九万九千九九十九|九万九千九百九九十九
5223	5223|5,223|五千二百二十三
18	18|十八
75,000	75,000|七万五千|7万5000
540,000	540,000|五十四万|54万|五百四十千|500,000+40,000
183	183|百八十三
246	246|246|二百四十六|2百46
85	85|八十五
1861	1861|1,861|千八百六十一
289	289|289|二百八十九
2500	2500|2,500|二千五百
420	420|四百二十
1425	1425|1,425|千四百二十五
305	305|305|三百五
1948	1948|1,948|千九百四十八
90000	90000|九万
11	11|十一
6,190	6,190|6,190|六千百九十
66	66|六十六
750	750|七百五十
6000000	6000000|6,000,000|六百万|6百万|600万
2000000	2000000|2,000,000|二百万|200万|2千万
128	128|百二十八|ひゃくにじゅうはち
5700	5700|5,700|五千七百
134	134|百三十四|一百三十四
30,000	30,000|三万|3万|30000
1970	1970|1,970|千九百七十
1,454	1454|1,454|千四百五十四
1,063	1,063|1,063|千六十三
150	150|百五十
93	93|九十三
1665	1665|1,665|千六百六十五
14,500	14,500|1万4,500|一万四千五百
24,901	24901|24,901|二万四千九百一|2万4901
152,000	152,000|百五十二千|15.2万|152000
19,341	19,341|19,341|一万九千三百四十一
1,429	1,429|1,429|千四百二十九
1473	1473|1,473|千四百七十三
162	162|百六十二
5600	5600|5,600|五千六百
452	452|452|四百五十二
760	760|760|七百六十
89,000	89,000|八万九千|8万9千|80000+9000
28,500	28,500|二万八千五百|2万8500
3,400	3,400|3,400|三千四百|三千四百円
16	16|十六
1,400	1400|1,400|千四百
39	39|三十九
6300	6300|6,300|六千三百
55,000,000	55,000,000|五千五百万|5千5百万|5500万
7500	7500|7,500|七千五百
86	86|八十六
1,450	1450|1,450|千四百五十
