365	dreihundertfünfundsechzig
1776	eintausendsiebenhundertsechsundsiebzig
5	fünf
7000000	sieben Millionen|sieben Mio.|sieben Mill.
14	vierzehn
48	achtundvierzig
100000	einhunderttausend
828	achthundertachtundzwanzig
1887	eintausendachthundertsiebenundachtzig
160	einhundertsechzig
8848	achttausendachthundertachtundvierzig
123	einhundertdreiundzwanzig
15,000	fünfzehntausend
500,000	fünfhunderttausend|500.000|500 Tsd.
1997	neunzehnhundertsiebenundneunzig
3000	dreitausend
185	einhundertfünfundachtzig
15000	fünfzehntausend
500000	fünfhunderttausend|500.000|500000
75000	fünfundsiebzigtausend
799	siebenhundertneunundneunzig
3	drei
9	neun
100	einhundert
50	fünfzig
7	sieben
25	fünfundzwanzig
400	vierhundert
3,500,000	drei Millionen fünfhunderttausend|3,5 Millionen|drei Mio. fünfhunderttausend|3,5 Mio.
369	dreihundertneunundsechzig
5,500	fünftausendfünfhundert|fünf Komma fünftausend
124,700,000	einhundertvierundzwanzig Millionen siebenhunderttausend|einhundertvierundzwanzig Mio. siebenhunderttausend|einhundertvierundzwanzig Mill. siebenhunderttausend
1,200	eintausendzweihundert
2,100	zweitausendeinhundert|zweitausendeins hundert
120	einhundertzwanzig
101	einhunderteins
5000	fünftausend
16000	sechzehntausend
28	achtundzwanzig
10994	zehntausendneunhundertvierundneunzig
21,000	einundzwanzigtausend
173,000	einhundertdreiundsiebzigtausend|173.000
5,895	fünftausendachthundertfünfundneunzig
13,515,271	dreizehn Millionen fünfhundertfünfzehntausendzweihunderteinundsiebzig|dreizehn Mio. fünfhundertfünfzehn Tsd. zweihunderteinundsiebzig|dreizehn Milliarden fünfhundertfünfzehntausendzweihunderteinundsiebzig|dreizehn Mrd. fünfhundertfünfz
42	zweiundvierzig
250,000	zweihundertfünfzigtausend|250.000
600	sechshundert
1,000	eintausend
6,500	sechstausendfünfhundert
11,000	elftausend
29,029	neunundzwanzigtausendneunundzwanzig
90	neunzig
200,000	zweihunderttausend
4	vier
13	dreizehn
2,500	zweitausendfünfhundert|2500
3,000	dreitausend
1300	eintausenddreihundert
102	einhundertzwei
300	dreihundert
36	sechsunddreißig
12	zwölf
78	achtundsiebzig
1,500,000	eine Million fünfhunderttausend|eine Mio. fünfhunderttausend|eine Million fünfhundert Tsd.|eine Mio. fünfhundert Tsd.|1,5 Millionen|1,5 Mio.|eineinhalb Millionen|eineinhalb Mio.|eine halbe Million mehr als eine Million
70	siebzig
364	dreihundertvierundsechzig
32	zweiunddreißig
1200	eintausendzweihundert
20	zwanzig
1000000	eine Million|eine Mio.|eine Mill.
2	zwei
50,000	fünfzigtausend
2300	zweitausenddreihundert
4202	vier­tau­send­zwei­hundert­zwei
5500	fünftausendfünfhundert
3700	dreitausendsiebenhundert
45000	fünfundvierzigtausend
150000	einhundertfünfzigtausend|150.000
17500	siebzehntausendfünfhundert
65	fünfundsechzig
24	vierundzwanzig
2,500,000	zwei Millionen fünfhunderttausend|zwei Mio. fünfhunderttausend|zwei Mill. fünfhunderttausend
35,000	fünfunddreißigtausend
80	achtzig
72	zweiundsiebzig
220	zweihundertzwanzig
2000	zweitausend
145	einhundertfünfundvierzig
24000	vierundzwanzigtausend
120000	einhundertzwanzigtausend|120.000
16,000	sechzehntausend
1,500	eintausendfünfhundert
2,717	zweitausendsiebenhundertsiebzehn
4,100	viertausendeinhundert|4100
195	einhundertfünfundneunzig
80,000	achtzigtausend
10	zehn
214	zweihundertvierzehn
62,000	zweiundsechzigtausend
25,000	fünfundzwanzigtausend
30	dreißig
104	einhundertvier
51,000	einundfünfzigtausend
87,000	siebenundachtzigtausend
2,130	zweitausendeinhundertdreißig
17	siebzehn
75	fünfundsiebzig
632	sechshundertzweiunddreißig
45	fünfundvierzig
27	siebenundzwanzig
118	einhundertachtzehn
15	fünfzehn
10000	zehntausend
500	fünfhundert
1,000,000	eine Million|eine Mio.|eine Mill.
800	achthundert
3,750,000	drei Millionen siebenhundertfünfzigtausend|drei Mio. siebenhundertfünfzigtausend|drei Mill. siebenhundertfünfzigtausend
12,500	zwölftausendfünfhundert
100,000	einhunderttausend|100.000
2,300,000	zwei Millionen dreihunderttausend|zwei Mio. dreihunderttausend|zwei Mill. drei hundert tausend
344	dreihundertvierundvierzig
356	dreihundertsechsundfünfzig
576	fünfhundertsechsundsiebzig
12,000	zwölftausend
235,000	zweihundertfünfunddreißigtausend|zweihundertfünfunddreißig Tsd.
660,253	sechshundertsechzigtausendzweihundertdreiundfünfzig|660.253
18,462	achtzehntausendvierhundertzweiundsechzig|achtzehn tausendvierhundertzweiundsechzig
60	sechzig
10,994	zehntausendneunhundertvierundneunzig
70,000,000,000,000	siebzig Billiarden|siebzig Billionen|siebzig Tausend Milliarden|siebzig Trillionen
324	dreihundertvierundzwanzig
987	neunhundertsiebenundachtzig
108	einhundertacht
4,375,000	vier Millionen dreihundertfünfundsiebzigtausend
22	zweiundzwanzig
4000	vier tausend
6000	sechstausend
180	einhundertachtzig
30000	dreißigtausend
14,786	vierzehntausendsiebenhundertsechsundachtzig
5,000	fünftausend
20,000	zwanzigtausend
2,800	zweitausendachthundert|2800
9,500	neuntausendfünfhundert
1889	eintausendachthundertneunundachtzig
5895	fünftausendachthundertfünfundneunzig
26	sechsundzwanzig
163	einhundertdreiundsechzig
364,000	dreihundertvierundsechzigtausend|364.000
130	einhundertdreißig
344,400	dreihundertvierundvierzigtausendvierhundert|dreihundertvierundvierzig Tausend vierhundert|344.400
6,600	sechstausendsechshundert
3,530	dreitausendfünfhundertdreißig
1,500,230	eine Million fünfhunderttausendzweihundertdreißig|eine Million fünfhunderttausendzweihundertdreißig|eine Mio. fünfhunderttausendzweihundertdreißig|1,5 Millionen zweihundertdreißig|1,5 Mio. zweihundertdreißig|1,5 Mill. zweihundertdreißig
8,848	achttausendachthundertachtundvierzig
